Date,Revenue,COGS,year,month,total_sessions,total_page_views,avg_bounce_rate,total_refund_amount,total_returned_items,avg_rating,total_reviews,new_customers,total_orders,total_payment_value,total_shipping_fee,total_discount_given,total_items_sold,total_stock_on_hand,avg_fill_rate,total_stockout_days,conversion_rate,aov,rev_per_session,discount_ratio,return_rate,stock_efficiency,sessions_x_conv,price_effect
2017-06-03,15308256.14,12312510.57,2017,6,35091.0,133878.0,0.00328,327278.34,57.0,3.9285714285714284,42.0,31.0,573,15308256.14,2147.67,0.0,2845,104602,0.9581896749521989,656,0.016328973241001965,26715.97930191972,436.2445111282095,0.0,0.020035149384885764,0.027198332727863712,573.0,436.24451112820947
2017-06-04,4982217.86,4015671.63,2017,6,35649.0,179071.0,0.00382,342802.28,69.0,4.183673469387755,49.0,32.0,169,4982217.86,482.94,0.0,758,104602,0.9581896749521989,656,0.004740665937333446,29480.57905325444,139.7575769306292,0.0,0.09102902374670185,0.007246515362994971,169.0,139.75757693062923
2017-06-05,6879970.92,5535512.4,2017,6,35826.0,119666.0,0.00458,203633.53,31.0,3.9523809523809526,63.0,30.0,226,6879970.92,607.53,0.0,1054,104602,0.9581896749521989,656,0.006308267738513928,30442.349203539823,192.03848936526543,0.0,0.029411764705882353,0.010076289172291161,226.0,192.03848936526543
2017-06-06,5342823.74,4216558.08,2017,6,32575.0,133505.0,0.00334,126823.75,34.0,3.849056603773585,53.0,36.0,195,5342823.74,634.1899999999999,0.0,967,104602,0.9581896749521989,656,0.0059861857252494245,27399.096102564105,164.01607797390636,0.0,0.03516028955532575,0.009244565113477753,195.0,164.0160779739064
2017-06-07,7640608.49,6119021.16,2017,6,39435.0,178969.0,0.0045,119264.47,38.0,4.035714285714286,56.0,23.0,277,7640608.49,1055.55,0.0,1363,104602,0.9581896749521989,656,0.007024217066058071,27583.42415162455,193.7519586661595,0.0,0.027879677182685254,0.01303034358807671,277.0,193.7519586661595
2017-06-08,7229728.05,5870597.71,2017,6,40944.0,180190.0,0.00556,294647.93,52.0,3.769230769230769,52.0,21.0,256,7229728.05,888.76,0.0,1259,104602,0.9581896749521989,656,0.0062524423602969914,28241.1251953125,176.5760074736225,0.0,0.04130262112787927,0.012036098736161833,256.0,176.57600747362252
2017-06-09,6070420.59,4805414.43,2017,6,35721.0,133317.0,0.00387,180670.87,35.0,3.9523809523809526,63.0,24.0,201,6070420.59,744.56,0.0,960,104602,0.9581896749521989,656,0.005626942134878643,30201.097462686568,169.9398278323675,0.0,0.036458333333333336,0.00917764478690656,201.0,169.93982783236754
2017-06-10,6331260.25,5062026.02,2017,6,33686.0,143139.0,0.0038,202039.32,36.0,3.9454545454545453,55.0,30.0,221,6331260.25,506.06,0.0,1074,104602,0.9581896749521989,656,0.006560588968711038,28648.236425339368,187.94930386510717,0.0,0.0335195530726257,0.010267490105351714,221.0,187.9493038651072
2017-06-11,6522568.24,5237226.84,2017,6,35853.0,143300.0,0.00399,366958.86,78.0,4.111111111111111,63.0,36.0,237,6522568.24,751.27,0.0,1112,104602,0.9581896749521989,656,0.006610325495774412,27521.384978902955,181.92531280506515,0.0,0.07014388489208633,0.010630771878166766,237.0,181.92531280506515
2017-06-12,6628740.01,5335810.64,2017,6,31576.0,141683.0,0.00469,342702.05,53.0,4.052631578947368,57.0,29.0,243,6628740.01,1053.85,0.0,1164,104602,0.9581896749521989,656,0.007695718267038257,27278.765473251027,209.92969375475045,0.0,0.04553264604810996,0.011127894304124204,243.0,209.92969375475042
2017-06-13,9097973.24,7325847.9,2017,6,37243.0,175384.0,0.00489,257796.89,65.0,3.8771929824561404,57.0,37.0,303,9097973.24,1027.76,0.0,1504,104602,0.9581896749521989,656,0.00813575705501705,30026.314323432343,244.2867985930242,0.0,0.04321808510638298,0.01437831016615361,303.0,244.2867985930242
2017-06-14,10026676.46,8103723.85,2017,6,37351.0,179754.0,0.00403,353463.58999999997,68.0,4.0394736842105265,76.0,30.0,374,10026676.46,1466.34,0.0,1802,104602,0.9581896749521989,656,0.010013118792000213,26809.295347593586,268.4446590452732,0.0,0.03773584905660377,0.017227204068755855,373.99999999999994,268.4446590452732
2017-06-15,7940593.56,6369139.96,2017,6,36969.0,188129.0,0.00463,430369.95999999996,63.0,4.084745762711864,59.0,34.0,278,7940593.56,1027.15,0.0,1333,104602,0.9581896749521989,656,0.007519813898130867,28563.28618705036,214.79059644567067,0.0,0.047261815453863466,0.01274354218848588,278.0,214.7905964456707
2017-06-16,7143718.68,5840484.65,2017,6,34268.0,145117.0,0.0055,355282.3,62.0,3.890625,64.0,33.0,247,7143718.68,820.84,0.0,1209,104602,0.9581896749521989,656,0.007207890743550834,28921.9379757085,208.46616902066066,0.0,0.05128205128205128,0.01155809640351045,247.0,208.46616902066066
2017-06-17,7455304.37,6136710.77,2017,6,34308.0,171234.0,0.00571,338276.0,62.0,4.107692307692307,65.0,29.0,257,7455304.37,662.09,0.0,1270,104602,0.9581896749521989,656,0.0074909642065990436,29008.966420233464,217.30512912440247,0.0,0.048818897637795275,0.012141259249345136,257.0,217.30512912440247
2017-06-18,7827068.5,6257008.19,2017,6,32370.0,143718.0,0.00394,274492.95,56.0,3.7884615384615383,52.0,27.0,269,7827068.5,942.31,0.0,1250,104602,0.9581896749521989,656,0.008310163731850478,29096.908921933085,241.80007723200495,0.0,0.0448,0.011950058316284583,269.0,241.80007723200492
2017-06-19,7342525.83,5820728.91,2017,6,33905.0,108701.0,0.0037,412076.43,77.0,3.8552631578947367,76.0,21.0,262,7342525.83,887.82,0.0,1243,104602,0.9581896749521989,656,0.007727473823919776,28024.907748091602,216.5617410411444,0.0,0.061946902654867256,0.01188313798971339,262.0,216.56174104114436
2017-06-20,8225238.75,6368214.24,2017,6,34714.0,188181.0,0.00439,230972.35,41.0,4.234375,64.0,31.0,314,8225238.75,1153.58,0.0,1489,104602,0.9581896749521989,656,0.009045341936970675,26195.02786624204,236.94298409863455,0.0,0.027535258562793822,0.014234909466358196,314.0,236.94298409863455
2017-06-21,10655514.59,8609715.32,2017,6,35493.0,143116.0,0.00353,224671.56,45.0,4.2105263157894735,57.0,28.0,371,10655514.59,1109.1299999999999,0.0,1808,104602,0.9581896749521989,656,0.010452765334009522,28721.06358490566,300.21453779618514,0.0,0.024889380530973452,0.017284564348674022,371.0,300.21453779618514
2017-06-22,9198620.13,7431185.52,2017,6,35661.0,158778.0,0.00433,289950.5,70.0,4.066666666666666,60.0,33.0,331,9198620.13,1044.71,0.0,1585,104602,0.9581896749521989,656,0.00928184851798884,27790.39314199396,257.9462193993438,0.0,0.04416403785488959,0.015152673945048852,331.0,257.9462193993439
2017-06-23,6526283.84,5230359.86,2017,6,33715.0,120962.0,0.00321,234530.21,37.0,4.017543859649122,57.0,36.0,228,6517681.96,815.22,8601.88,1040,104602,0.9581896749521989,656,0.0067625685896485245,28624.05192982456,193.5721144890998,0.0013197759652574393,0.035576923076923075,0.009942448519148774,228.0,193.5721144890998
2017-06-24,7602436.11,6685562.91,2017,6,35424.0,130720.0,0.00451,184077.3,41.0,3.8,55.0,30.0,268,7115343.03,1064.3799999999999,487093.08,1385,104602,0.9581896749521989,656,0.007565492321589882,28367.298917910448,214.6125821476965,0.06845672484745967,0.0296028880866426,0.013240664614443318,268.0,214.6125821476965
2017-06-25,7066545.51,6587328.34,2017,6,36412.0,119913.0,0.00551,296931.74,53.0,3.963636363636364,55.0,24.0,283,6272087.2299999995,905.46,794458.28,1351,104602,0.9581896749521989,656,0.007772163023179172,24970.1254770318,194.07188591673074,0.12666569371038547,0.03923019985196151,0.012915623028240378,283.0,194.07188591673074
2017-06-26,7983541.46,7671373.55,2017,6,30718.0,136114.0,0.00518,284299.12,60.0,3.984848484848485,66.0,29.0,349,6650462.58,1304.92,1333078.88,1750,104602,0.9581896749521989,656,0.011361416758903575,22875.476962750716,259.8978273325086,0.20044904605718417,0.03428571428571429,0.016730081642798416,349.0,259.8978273325086
2017-06-27,9250037.34,9101777.72,2017,6,35040.0,132527.0,0.00577,244289.96,59.0,3.9577464788732395,71.0,31.0,432,7585030.66,1873.63,1665006.68,1999,104602,0.9581896749521989,656,0.012328767123287671,21412.12347222222,263.98508390410956,0.21951218849786427,0.029514757378689346,0.019110533259402304,432.0,263.98508390410956
2017-06-28,11067229.74,10779722.88,2017,6,42111.0,146124.0,0.00511,251251.54,60.0,4.142857142857143,49.0,31.0,500,9075128.41,2250.95,1992101.33,2348,104602,0.9581896749521989,656,0.01187338225166821,22134.45948,262.8108983401012,0.21951219200434433,0.02555366269165247,0.02244698954130896,500.0,262.8108983401012
2017-06-29,14575854.67,14163551.21,2017,6,37150.0,120218.0,0.00421,367201.9,62.0,4.015625,64.0,36.0,621,11952200.91,2603.5,2623653.76,3086,104602,0.9581896749521989,656,0.016716016150740243,23471.585619967795,392.3514043068641,0.21951218689813673,0.020090732339598186,0.029502303971243378,621.0,392.3514043068641
2017-06-30,10343460.86,10016805.64,2017,6,35611.0,157515.0,0.00353,275114.75,53.0,3.925925925925926,54.0,27.0,489,8481637.92,2342.48,1861822.94,2215,104602,0.9581896749521989,656,0.013731712111426245,21152.27169734151,290.456905450563,0.21951219299396832,0.023927765237020317,0.02117550333645628,489.0,290.456905450563
2017-07-01,9399552.7,9077728.29,2017,7,27145.0,147955.0,0.00368,169843.13999999998,41.0,3.7846153846153845,65.0,34.0,390,7707633.13,1873.3,1691919.57,1973,104976,0.9660842718446603,524,0.01436728679314791,24101.417179487176,346.27197273899424,0.21951220841254546,0.020780537252914344,0.018794772138393537,390.0,346.27197273899424
2017-07-02,8465410.55,8425628.54,2017,7,23645.0,105672.0,0.00439,272409.22000000003,53.0,3.491228070175439,57.0,31.0,379,6941636.74,1840.38,1523773.81,1828,104976,0.9660842718446603,524,0.016028758722774372,22336.175593667547,358.0211693804187,0.21951217948636131,0.02899343544857768,0.01741350403901844,379.00000000000006,358.0211693804187
2017-07-03,7335280.55,7353625.52,2017,7,29634.0,146736.0,0.00543,228996.13,37.0,4.017857142857143,56.0,42.0,280,6014930.0,878.63,1320350.55,1451,104976,0.9660842718446603,524,0.009448606330566241,26197.430535714284,247.52920800431934,0.2195122054620752,0.025499655410062026,0.013822206980643195,280.0,247.52920800431934
2017-07-04,1548331.57,1505172.52,2017,7,23817.0,91606.0,0.00345,174982.35,27.0,3.9473684210526314,57.0,30.0,67,1269631.87,198.9,278699.7,312,104976,0.9660842718446603,524,0.0028131166813620523,23109.42641791045,65.00951295293278,0.2195122118350731,0.08653846153846154,0.002972107910379515,67.0,65.00951295293278
2017-07-05,2498941.43,2468637.84,2017,7,30269.0,122353.0,0.00578,161415.08,30.0,3.8846153846153846,52.0,38.0,106,2049132.0,310.83,449809.43,549,104976,0.9660842718446603,524,0.0035019326703888466,23574.9191509434,82.55777957646437,0.21951217881522517,0.0546448087431694,0.005229766803840878,106.0,82.55777957646437
2017-07-06,3806545.74,3785638.98,2017,7,25118.0,82615.0,0.0057,234723.82,49.0,4.05,60.0,23.0,163,3121367.52,670.35,685178.22,772,104976,0.9660842718446603,524,0.006489370172784457,23353.041349693252,151.54652997850147,0.21951218996473698,0.06347150259067358,0.007354061880810852,163.0,151.54652997850147
2017-07-07,3910669.38,3735165.73,2017,7,26598.0,90748.0,0.00491,223551.43,52.0,3.8529411764705883,68.0,44.0,139,3206748.87,517.94,703920.51,693,104976,0.9660842718446603,524,0.005225956838860065,28134.312086330934,147.02870065418452,0.21951220333633423,0.07503607503607504,0.006601508916323731,139.0,147.02870065418452
2017-07-08,2775904.89,2709365.34,2017,7,25459.0,132902.0,0.00547,184658.51,41.0,3.830508474576271,59.0,35.0,114,2276242.04,436.07,499662.85,495,104976,0.9660842718446603,524,0.00447778781570368,24350.042894736842,109.03432538591461,0.21951217894209527,0.08282828282828283,0.004715363511659808,114.0,109.0343253859146
2017-07-09,4305575.04,4091213.73,2017,7,26766.0,123557.0,0.00459,320757.77,66.0,4.17741935483871,62.0,29.0,160,3530571.56,691.86,775003.48,791,104976,0.9660842718446603,524,0.0059777329447806915,26909.844,160.85986101770902,0.2195121857266646,0.08343868520859671,0.00753505563176345,160.0,160.85986101770902
2017-07-10,4406742.02,4296558.78,2017,7,29237.0,130703.0,0.00479,166380.91,34.0,3.8833333333333333,60.0,28.0,170,3613528.44,631.16,793213.58,805,104976,0.9660842718446603,524,0.005814550056435339,25922.011882352937,150.7248356534528,0.2195122006567077,0.0422360248447205,0.00766841944825484,170.0,150.7248356534528
2017-07-11,4944810.32,4863855.67,2017,7,26995.0,108610.0,0.00546,187871.75,48.0,3.9622641509433962,53.0,26.0,191,4054744.46,534.9,890065.86,958,104976,0.9660842718446603,524,0.007075384330431561,25889.05926701571,183.17504426745694,0.2195121958437795,0.05010438413361169,0.009125895442767871,191.0,183.17504426745694
2017-07-12,4751983.65,4543652.2,2017,7,26508.0,98051.0,0.00523,261545.42,54.0,3.9302325581395348,43.0,37.0,203,3896626.63,862.4,855357.02,984,104976,0.9660842718446603,524,0.007658065489663498,23408.786453201974,179.2660196921684,0.21951218354220406,0.054878048780487805,0.009373571101966164,203.0,179.2660196921684
2017-07-13,6163660.52,5965250.9,2017,7,27766.0,135675.0,0.00339,188637.7,38.0,3.9361702127659575,47.0,26.0,248,5054201.53,913.07,1109458.99,1222,104976,0.9660842718446603,524,0.008931787077720953,24853.469838709676,221.98590074191455,0.21951221838200027,0.031096563011456628,0.011640755982319768,247.99999999999997,221.98590074191455
2017-07-14,4470547.96,4429144.59,2017,7,28660.0,96760.0,0.00511,296795.31,71.0,3.826923076923077,52.0,33.0,202,3665849.34,925.55,804698.62,867,104976,0.9660842718446603,524,0.0070481507327285415,22131.425544554455,155.98562316817865,0.21951219086379584,0.08189158016147635,0.008259030635573846,202.0,155.98562316817865
2017-07-15,4914470.82,4964833.31,2017,7,28075.0,111258.0,0.00333,196215.94,52.0,3.789473684210526,57.0,25.0,205,4029866.0100000002,948.92,884604.81,961,104976,0.9660842718446603,524,0.00730186999109528,23973.028390243904,175.04793659839717,0.21951221400534854,0.054110301768990635,0.009154473403444597,205.0,175.04793659839717
2017-07-16,5679726.46,5555676.19,2017,7,27449.0,149747.0,0.00324,218588.53999999998,44.0,3.875,56.0,37.0,229,4657375.67,966.59,1022350.79,1089,104976,0.9660842718446603,524,0.008342744726583846,24802.298951965065,206.9192487886626,0.21951220224414494,0.04040404040404041,0.010373799725651578,229.0,206.9192487886626
2017-07-17,5903451.12,5721733.07,2017,7,25338.0,118388.0,0.00494,383364.82,84.0,3.883720930232558,43.0,30.0,233,4840829.94,881.41,1062621.18,1140,104976,0.9660842718446603,524,0.009195674481016654,25336.70008583691,232.98804641250297,0.21951218968043315,0.07368421052631578,0.010859625057155922,233.0,232.98804641250297
2017-07-18,5722567.0,5454385.63,2017,7,30601.0,141407.0,0.00476,284078.48,52.0,4.192982456140351,57.0,35.0,229,4692504.96,845.96,1030062.04,1120,104976,0.9660842718446603,524,0.007483415574654423,24989.37554585153,187.0058821607137,0.21951218992424892,0.04642857142857143,0.010669105319311081,229.0,187.00588216071372
2017-07-19,5823778.88,5343161.22,2017,7,29232.0,131517.0,0.00432,194873.18,47.0,3.9423076923076925,52.0,26.0,241,5063085.58,1173.05,760693.3,1180,104976,0.9660842718446603,524,0.00824438970990695,24165.057593360994,199.22615216201422,0.15024302630886993,0.03983050847457627,0.011240664532845604,240.99999999999997,199.2261521620142
2017-07-20,7767875.77,6983084.24,2017,7,27033.0,112947.0,0.00459,189127.24,38.0,3.7818181818181817,55.0,22.0,319,6857013.14,1035.19,910862.63,1548,104976,0.9660842718446603,524,0.011800392113342951,24350.707742946706,287.34789960418743,0.1328366464235768,0.02454780361757106,0.014746227709190672,319.0,287.34789960418743
2017-07-21,7742137.96,6801188.17,2017,7,26517.0,88480.0,0.00414,168541.45,45.0,3.925,40.0,30.0,271,7153574.43,709.22,588563.53,1349,104976,0.9660842718446603,524,0.010219858958404042,28568.7747601476,291.9688486631218,0.08227544645817016,0.033358042994810974,0.012850556317634506,271.0,291.9688486631217
2017-07-22,5031209.52,4280297.37,2017,7,27599.0,104019.0,0.00502,261494.41999999998,40.0,3.875,64.0,29.0,179,4845179.55,741.54,186029.97,824,104976,0.9660842718446603,524,0.006485742237037574,28107.31575418994,182.29680495670132,0.0383948557695865,0.04854368932038835,0.007849413199207438,179.0,182.29680495670132
2017-07-23,5822844.6,4618045.67,2017,7,25790.0,117908.0,0.00561,230282.88,45.0,4.017241379310345,58.0,26.0,205,5822844.6,785.63,0.0,964,104976,0.9660842718446603,524,0.007948817371074059,28404.12,225.7791624660721,0.0,0.046680497925311204,0.009183051364121323,204.99999999999997,225.77916246607208
2017-07-24,5657508.49,4478937.41,2017,7,29863.0,115978.0,0.0035,211172.97,54.0,3.8333333333333335,54.0,25.0,192,5657508.49,627.12,0.0,914,104976,0.9660842718446603,524,0.006429360747413187,29466.190052083333,189.44876569668153,0.0,0.05908096280087528,0.00870675201950922,192.0,189.44876569668153
2017-07-25,7277905.64,5735726.58,2017,7,30138.0,110196.0,0.00477,296682.49,53.0,4.195652173913044,46.0,24.0,217,7277905.64,569.4,0.0,1091,104976,0.9660842718446603,524,0.007200212356493463,33538.73566820276,241.4860189793616,0.0,0.04857928505957837,0.010392851699436061,217.0,241.48601897936157
2017-07-26,8323356.74,6749350.5,2017,7,29732.0,146625.0,0.00403,116215.07,27.0,3.9245283018867925,53.0,35.0,265,8323356.74,780.63,0.0,1285,104976,0.9660842718446603,524,0.008912955737925467,31408.893358490568,279.94607628144763,0.0,0.021011673151750974,0.012240893156531017,265.0,279.94607628144763
2017-07-27,10162217.48,8082143.68,2017,7,26209.0,93723.0,0.00396,200434.87,46.0,3.955223880597015,67.0,31.0,355,10162217.48,1351.03,0.0,1658,104976,0.9660842718446603,524,0.01354496546987676,28625.96473239437,387.73770384219165,0.0,0.027744270205066344,0.015794086267337297,355.0,387.73770384219165
2017-07-28,8483149.48,6878556.14,2017,7,25463.0,122555.0,0.00416,292841.77,49.0,4.0,52.0,35.0,276,8483149.48,854.0600000000001,0.0,1294,104976,0.9660842718446603,524,0.010839256961080785,30736.04884057971,333.1559313513726,0.0,0.03786707882534776,0.012326627038561196,276.0,333.1559313513726
2017-07-29,7623158.15,6127361.47,2017,7,25990.0,137669.0,0.00502,104961.97,25.0,3.9583333333333335,48.0,35.0,243,7623158.15,523.66,0.0,1224,104976,0.9660842718446603,524,0.009349749903809157,31371.02119341564,293.3112023855329,0.0,0.02042483660130719,0.011659807956104253,243.0,293.3112023855329
2017-07-30,8808543.18,8256517.97,2017,7,31426.0,165188.0,0.00561,218498.33000000002,43.0,4.0576923076923075,52.0,33.0,325,8787043.18,1117.36,21500.0,1676,104976,0.9660842718446603,524,0.010341755234519188,27103.209784615385,280.2947616623178,0.0024467843800899587,0.0256563245823389,0.01596555403139765,325.0,280.29476166231785
2017-07-31,9466549.72,11128407.08,2017,7,25165.0,119787.0,0.00522,142557.21000000002,35.0,3.9473684210526314,38.0,23.0,438,9410799.72,2134.68,55750.0,2169,104976,0.9660842718446603,524,0.017405126167295847,21613.127214611875,376.1792060401351,0.005924044890841646,0.016136468418626097,0.020661865569272977,438.0,376.17920604013517
2017-08-01,7103485.92,8893176.14,2017,8,28290.0,146911.0,0.00577,139599.64,23.0,3.9,40.0,27.0,381,7049735.92,1943.9,53750.0,1838,104679,0.9605010989010988,647,0.013467656415694591,18644.32,251.095295864263,0.007624399071107333,0.012513601741022852,0.017558440565920576,381.0,251.09529586426297
2017-08-02,6242432.38,8556480.36,2017,8,26788.0,114784.0,0.00423,79799.45999999999,25.0,3.9565217391304346,46.0,35.0,379,6183982.38,1910.64,58450.0,1744,104679,0.9605010989010988,647,0.014148126026579066,16470.79783641161,233.03092354785724,0.009451838056498473,0.014334862385321102,0.016660457207271755,379.0,233.03092354785727
2017-08-03,6560878.74,8998020.07,2017,8,31496.0,143701.0,0.00427,186629.8,38.0,4.051282051282051,39.0,34.0,412,6498428.74,2203.45,62450.0,1998,104679,0.9605010989010988,647,0.013081026162052324,15924.462961165049,208.30831661163322,0.009610015358881969,0.01901901901901902,0.019086922878514316,412.0,208.30831661163322
2017-08-04,5472043.99,7638550.59,2017,8,30889.0,151068.0,0.0034,232894.87,37.0,3.902439024390244,41.0,26.0,328,5418993.99,1616.1,53050.0,1613,104679,0.9605010989010988,647,0.010618666839327917,16683.060945121953,177.1518660364531,0.009789639940161661,0.022938623682579044,0.01540901231383563,328.0,177.15186603645313
2017-08-05,1626028.13,2192300.16,2017,8,34707.0,183550.0,0.00566,162548.07,32.0,3.75,32.0,18.0,84,1611578.13,284.6,14450.0,449,104679,0.9605010989010988,647,0.002420261042441006,19357.477738095236,46.85014924943095,0.008966366402601903,0.07126948775055679,0.00428930348971618,84.0,46.85014924943094
2017-08-06,2056024.63,2936220.92,2017,8,35889.0,116865.0,0.00401,84001.44,25.0,4.157894736842105,38.0,19.0,123,2035774.6300000001,632.81,20250.0,598,104679,0.9605010989010988,647,0.0034272339714118533,16715.64739837398,57.288434617849475,0.009947073561870648,0.04180602006688963,0.0057127026433190994,123.0,57.288434617849475
2017-08-07,2070918.21,2673620.96,2017,8,31053.0,119017.0,0.00353,259885.77,51.0,4.0588235294117645,51.0,28.0,121,2056218.21,628.58,14700.0,596,104679,0.9605010989010988,647,0.0038965639390719092,17115.02652892562,66.68979518887063,0.00714904669577846,0.08557046979865772,0.005693596614411677,121.0,66.68979518887065
2017-08-08,2631383.27,3603508.2,2017,8,30612.0,109280.0,0.00374,141705.8,38.0,3.8,40.0,24.0,154,2605983.27,757.17,25400.0,765,104679,0.9605010989010988,647,0.005030706912321966,17086.90435064935,85.95920782699595,0.009746800868756152,0.04967320261437908,0.007308056057088814,154.0,85.95920782699595
2017-08-09,2635632.31,3591835.02,2017,8,31315.0,161035.0,0.00433,189084.89,38.0,4.1891891891891895,37.0,25.0,169,2611332.31,1020.45,24300.0,792,104679,0.9605010989010988,647,0.005396774708606099,15595.457455621303,84.16517036563947,0.009305594660221548,0.047979797979797977,0.0075659874473390076,169.0,84.16517036563947
2017-08-10,3124252.01,4079777.28,2017,8,33136.0,140706.0,0.00397,273215.68,74.0,3.5675675675675675,37.0,35.0,208,3097802.0100000002,1272.69,26450.0,992,104679,0.9605010989010988,647,0.006277160791887977,15020.44235576923,94.28573183244809,0.0085383119755933,0.07459677419354839,0.009476590338081181,208.0,94.28573183244808
2017-08-11,3164344.57,4365179.69,2017,8,30520.0,130101.0,0.00446,162152.68,52.0,3.9714285714285715,35.0,31.0,194,3136494.57,1028.35,27850.0,954,104679,0.9605010989010988,647,0.0063564875491480995,16311.054484536082,103.68101474442987,0.008879339459529179,0.05450733752620545,0.009113575788840169,194.0,103.68101474442987
2017-08-12,2404905.33,3325606.06,2017,8,31638.0,168384.0,0.00465,225492.38999999998,55.0,4.051282051282051,39.0,35.0,139,2385105.33,673.31,19800.0,685,104679,0.9605010989010988,647,0.004393450913458499,17301.477194244606,76.01319078323536,0.008301520168084149,0.08029197080291971,0.006543814900791945,139.0,76.01319078323536
2017-08-13,2375693.54,3146463.17,2017,8,33074.0,134513.0,0.00339,329463.52999999997,63.0,3.793103448275862,29.0,23.0,154,2354693.54,853.68,21000.0,748,104679,0.9605010989010988,647,0.004656225433875552,15426.58142857143,71.82964080546652,0.008918358012737403,0.08422459893048129,0.00714565481137573,154.0,71.82964080546654
2017-08-14,3038574.28,4128458.45,2017,8,34068.0,160835.0,0.00476,149205.30000000002,46.0,4.032258064516129,62.0,33.0,176,3013524.28,1075.43,25050.0,835,104679,0.9605010989010988,647,0.00516613831161207,17264.62659090909,89.19144886697194,0.008312526355354271,0.055089820359281436,0.007976767068848575,176.0,89.19144886697194
2017-08-15,2570726.93,3709393.15,2017,8,35864.0,115515.0,0.00534,150722.85,31.0,3.978723404255319,47.0,26.0,149,2545776.93,809.83,24950.0,734,104679,0.9605010989010988,647,0.004154583983939327,17253.200872483223,71.6798720165068,0.00980054446482866,0.04223433242506812,0.007011912609023777,149.0,71.67987201650682
2017-08-16,3226436.89,4462853.41,2017,8,33700.0,170639.0,0.0045,181019.39,40.0,4.324324324324325,37.0,30.0,204,3194836.89,989.42,31600.0,980,104679,0.9605010989010988,647,0.006053412462908012,15815.867107843138,95.73996706231455,0.009890958783814468,0.04081632653061224,0.00936195416463665,204.0,95.73996706231453
2017-08-17,4035498.92,5750566.25,2017,8,28915.0,111578.0,0.00344,217649.79,58.0,4.03125,32.0,35.0,252,3995898.92,1174.3799999999999,39600.0,1173,104679,0.9605010989010988,647,0.008715199723326994,16013.884603174603,139.5642026629777,0.009910160590348467,0.0494458653026428,0.011205685954202849,252.00000000000003,139.56420266297772
2017-08-18,3226338.29,4356894.77,2017,8,30910.0,162728.0,0.00545,227521.44,48.0,4.086206896551724,58.0,27.0,204,3196538.29,1089.7,29800.0,958,104679,0.9605010989010988,647,0.006599805888062115,15815.383774509804,104.37846295697186,0.00932258502681662,0.05010438413361169,0.009151787846655011,204.0,104.37846295697184
2017-08-19,2594209.32,3620782.22,2017,8,32936.0,134014.0,0.00476,78485.84999999999,30.0,3.7333333333333334,30.0,38.0,158,2569909.32,879.99,24300.0,754,104679,0.9605010989010988,647,0.004797182414379403,16419.046329113924,78.765160310906,0.009455586549645262,0.03978779840848806,0.007202972898097995,158.0,78.76516031090601
2017-08-20,2793076.6,3941814.02,2017,8,33483.0,121266.0,0.00361,196164.75999999998,36.0,3.902439024390244,41.0,24.0,157,2769376.6,608.91,23700.0,760,104679,0.9605010989010988,647,0.0046889466296329485,17790.296815286623,83.417752292208,0.008557882665723398,0.04736842105263158,0.00726029098482026,157.0,83.417752292208
2017-08-21,2634922.72,3676913.21,2017,8,30617.0,136168.0,0.00572,224833.35,41.0,3.9411764705882355,34.0,34.0,164,2609372.72,933.12,25550.0,786,104679,0.9605010989010988,647,0.005356501290132933,16066.601951219513,86.06077407975961,0.009791625322119562,0.05216284987277354,0.007508669360616743,164.0,86.06077407975961
2017-08-22,3146373.54,4106696.92,2017,8,34121.0,178933.0,0.00379,211066.84,51.0,3.9767441860465116,43.0,31.0,196,3121023.54,1061.78,25350.0,913,104679,0.9605010989010988,647,0.005744263063802351,16052.926224489796,92.21223117728086,0.008122335405390759,0.05585980284775466,0.008721902196238022,196.00000000000003,92.21223117728086
2017-08-23,3476965.73,4769850.97,2017,8,34443.0,164113.0,0.00425,125175.98999999999,45.0,4.0,37.0,30.0,195,3445565.73,877.14,31400.0,1008,104679,0.9605010989010988,647,0.005661527741485933,17830.59348717949,100.94839967482507,0.009113162383351196,0.044642857142857144,0.009629438569340556,195.0,100.94839967482508
2017-08-24,4910360.99,6796852.79,2017,8,31644.0,118814.0,0.00424,249570.28,67.0,4.219512195121951,41.0,36.0,295,4862910.99,1394.58,47450.0,1420,104679,0.9605010989010988,647,0.00932246239413475,16645.291491525426,155.17510396915688,0.009757530026269307,0.047183098591549295,0.013565280524269432,295.0,155.1751039691569
2017-08-25,3349335.96,4548124.98,2017,8,33330.0,156353.0,0.00353,139095.38,33.0,3.8,30.0,32.0,199,3319535.96,709.84,29800.0,1010,104679,0.9605010989010988,647,0.00597059705970597,16830.833969849245,100.49012781278128,0.008977158361616302,0.032673267326732675,0.009648544598247977,199.0,100.49012781278127
2017-08-26,2646726.51,3741666.75,2017,8,32780.0,144906.0,0.00363,181028.33,52.0,3.7948717948717947,39.0,37.0,152,2624676.51,801.28,22050.0,763,104679,0.9605010989010988,647,0.004636973764490543,17412.674407894734,80.74211439902379,0.008401035295583913,0.06815203145478375,0.007288950028181393,152.0,80.74211439902378
